ma_don,ngay_dat,kenh,tinh,don_vi_van_chuyen,sku,ten_san_pham,danh_muc,gia_ban,so_luong,doanh_thu,giam_gia_shop,trang_thai,phi_hoa_hong,phi_thanh_toan,phi_voucher_freeship,phi_dich_vu,thue_khau_tru,gia_von,chi_phi_hoan
TT260000119,2026-01-03 07:22:12,TikTok Shop,TP.HCM,GHN,LAN-011,Áo mẫu 011,Áo,259000,1,259000,16000.0,Hoàn thành,38880.0,14580.0,21870.0,2430.0,3645.0,123300.0,0.0
SP260000120,2026-01-03 07:27:31,Shopee,Khánh Hoà,J&T Express,LAN-089,Quần mẫu 089,Quần,219000,3,657000,59000.0,Hoàn thành,95680.0,35880.0,53820.0,5980.0,8970.0,296400.0,0.0
SP260000121,2026-01-03 08:28:15,Shopee,TP.HCM,SPX Express,LAN-008,Áo mẫu 008,Áo,109000,3,327000,0.0,Hoàn thành,52320.0,19620.0,29430.0,3270.0,4905.0,164400.0,0.0
SP260000122,2026-01-03 08:41:35,Shopee,Cần Thơ,SPX Express,LAN-019,Áo mẫu 019,Áo,289000,1,289000,0.0,Hoàn thành,46240.0,17340.0,26010.0,2890.0,4335.0,132700.0,0.0
TT260000123,2026-01-03 09:06:47,TikTok Shop,Đồng Nai,J&T Express,LAN-027,Áo mẫu 027,Áo,199000,1,199000,12000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,38990.0
SP260000124,2026-01-03 09:16:25,Shopee,TP.HCM,SPX Express,LAN-119,Chân váy mẫu 119,Chân váy,239000,2,478000,29000.0,Hoàn thành,71840.0,26940.0,40410.0,4490.0,6735.0,224600.0,0.0
TT260000125,2026-01-03 09:18:07,TikTok Shop,Hà Nội,J&T Express,LAN-086,Quần mẫu 086,Quần,249000,1,249000,0.0,Hoàn thành,39840.0,14940.0,22410.0,2490.0,3735.0,111800.0,0.0
SP260000126,2026-01-03 09:27:35,Shopee,Hà Nội,SPX Express,LAN-056,Váy/Đầm mẫu 056,Váy/Đầm,99000,1,99000,0.0,Hoàn thành,15840.0,5940.0,8910.0,990.0,1485.0,44500.0,0.0
TT260000127,2026-01-03 09:32:17,TikTok Shop,Nghệ An,J&T Express,LAN-049,Váy/Đầm mẫu 049,Váy/Đầm,269000,1,269000,25000.0,Hoàn thành,39040.0,14640.0,21960.0,2440.0,3660.0,128000.0,0.0
TT260000128,2026-01-03 09:45:32,TikTok Shop,Hải Phòng,Best Express,LAN-137,Set đồ mẫu 137,Set đồ,99000,1,99000,7000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,34700.0
TT260000129,2026-01-03 09:49:26,TikTok Shop,TP.HCM,Best Express,LAN-080,Váy/Đầm mẫu 080,Váy/Đầm,279000,1,279000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42470.0
SP260000130,2026-01-03 09:59:48,Shopee,Hải Phòng,SPX Express,LAN-117,Chân váy mẫu 117,Chân váy,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,115000.0,0.0
TT260000131,2026-01-03 10:13:44,TikTok Shop,Nghệ An,Best Express,LAN-144,Phụ kiện mẫu 144,Phụ kiện,199000,1,199000,0.0,Hoàn thành,31840.0,11940.0,17910.0,1990.0,2985.0,89000.0,0.0
TT260000132,2026-01-03 10:14:39,TikTok Shop,TP.HCM,Best Express,LAN-036,Áo mẫu 036,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260000133,2026-01-03 10:18:04,Shopee,Hà Nội,GHN,LAN-063,Váy/Đầm mẫu 063,Váy/Đầm,259000,1,259000,21000.0,Hoàn thành,38080.0,14280.0,21420.0,2380.0,3570.0,126400.0,0.0
SP260000134,2026-01-03 10:21:35,Shopee,Nghệ An,J&T Express,LAN-089,Quần mẫu 089,Quần,219000,2,438000,0.0,Hoàn thành,70080.0,26280.0,39420.0,4380.0,6570.0,197600.0,0.0
SP260000135,2026-01-03 10:30:44,Shopee,Nghệ An,SPX Express,LAN-090,Quần mẫu 090,Quần,249000,1,249000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260000136,2026-01-03 10:38:17,Shopee,TP.HCM,SPX Express,LAN-078,Váy/Đầm mẫu 078,Váy/Đầm,299000,1,299000,0.0,Hoàn thành,47840.0,17940.0,26910.0,2990.0,4485.0,140500.0,0.0
TT260000137,2026-01-03 10:45:09,TikTok Shop,Nghệ An,J&T Express,LAN-111,Chân váy mẫu 111,Chân váy,209000,2,418000,27000.0,Hoàn thành,62560.0,23460.0,35190.0,3910.0,5865.0,192600.0,0.0
TT260000138,2026-01-03 10:50:27,TikTok Shop,Thanh Hoá,Best Express,LAN-007,Áo mẫu 007,Áo,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,120700.0,0.0
SP260000139,2026-01-03 10:56:54,Shopee,Khánh Hoà,J&T Express,LAN-110,Quần mẫu 110,Quần,139000,2,278000,15000.0,Hoàn thành,42080.0,15780.0,23670.0,2630.0,3945.0,130600.0,0.0
TT260000140,2026-01-03 11:23:50,TikTok Shop,Cần Thơ,J&T Express,LAN-131,Set đồ mẫu 131,Set đồ,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,127400.0,0.0
SP260000141,2026-01-03 11:28:07,Shopee,Hà Nội,J&T Express,LAN-076,Váy/Đầm mẫu 076,Váy/Đầm,169000,1,169000,17000.0,Hoàn thành,24320.0,9120.0,13680.0,1520.0,2280.0,75400.0,0.0
TT260000142,2026-01-03 11:31:20,TikTok Shop,Hà Nội,Best Express,LAN-011,Áo mẫu 011,Áo,259000,2,518000,0.0,Hoàn thành,82880.0,31080.0,46620.0,5180.0,7770.0,246600.0,0.0
SP260000143,2026-01-03 11:33:32,Shopee,TP.HCM,GHN,LAN-121,Chân váy mẫu 121,Chân váy,289000,1,289000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,44100.0
SP260000144,2026-01-03 11:35:17,Shopee,Hà Nội,GHN,LAN-011,Áo mẫu 011,Áo,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,123300.0,0.0
SP260000145,2026-01-03 11:42:55,Shopee,TP.HCM,GHN,LAN-147,Phụ kiện mẫu 147,Phụ kiện,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,115900.0,0.0
SP260000146,2026-01-03 12:02:08,Shopee,Hà Nội,SPX Express,LAN-044,Áo mẫu 044,Áo,249000,1,249000,17000.0,Hoàn thành,37120.0,13920.0,20880.0,2320.0,3480.0,123000.0,0.0
SP260000147,2026-01-03 12:12:17,Shopee,TP.HCM,SPX Express,LAN-149,Phụ kiện mẫu 149,Phụ kiện,169000,1,169000,11000.0,Hoàn thành,25280.0,9480.0,14220.0,1580.0,2370.0,76600.0,0.0
SP260000148,2026-01-03 12:15:09,Shopee,Khánh Hoà,SPX Express,LAN-105,Quần mẫu 105,Quần,209000,3,627000,0.0,Hoàn thành,100320.0,37620.0,56430.0,6270.0,9405.0,321000.0,0.0
SP260000149,2026-01-03 12:17:01,Shopee,Đồng Nai,SPX Express,LAN-024,Áo mẫu 024,Áo,209000,2,418000,29000.0,Hoàn thành,62240.0,23340.0,35010.0,3890.0,5835.0,212800.0,0.0
TT260000150,2026-01-03 12:45:37,TikTok Shop,TP.HCM,Best Express,LAN-045,Áo mẫu 045,Áo,159000,1,159000,0.0,Hoàn thành,25440.0,9540.0,14310.0,1590.0,2385.0,73500.0,0.0
SP260000151,2026-01-03 12:59:43,Shopee,TP.HCM,SPX Express,LAN-031,Áo mẫu 031,Áo,139000,1,139000,0.0,Hoàn thành,22240.0,8340.0,12510.0,1390.0,2085.0,58700.0,0.0
SP260000152,2026-01-03 13:31:31,Shopee,Khánh Hoà,J&T Express,LAN-079,Váy/Đầm mẫu 079,Váy/Đầm,119000,1,119000,0.0,Hoàn thành,19040.0,7140.0,10710.0,1190.0,1785.0,55200.0,0.0
TT260000153,2026-01-03 13:33:29,TikTok Shop,Nghệ An,J&T Express,LAN-004,Áo mẫu 004,Áo,179000,1,179000,11000.0,Hoàn thành,26880.0,10080.0,15120.0,1680.0,2520.0,85700.0,0.0
SP260000154,2026-01-03 13:55:55,Shopee,TP.HCM,SPX Express,LAN-081,Quần mẫu 081,Quần,199000,1,199000,0.0,Hoàn thành,31840.0,11940.0,17910.0,1990.0,2985.0,95500.0,0.0
SP260000155,2026-01-03 14:26:54,Shopee,Cần Thơ,J&T Express,LAN-105,Quần mẫu 105,Quần,209000,1,209000,13000.0,Hoàn thành,31360.0,11760.0,17640.0,1960.0,2940.0,107000.0,0.0
SP260000156,2026-01-03 14:33:06,Shopee,Nghệ An,J&T Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,15000.0,Hoàn thành,39040.0,14640.0,21960.0,2440.0,3660.0,123300.0,0.0
TT260000157,2026-01-03 14:52:27,TikTok Shop,Đà Nẵng,J&T Express,LAN-087,Quần mẫu 087,Quần,249000,1,249000,0.0,Hoàn thành,39840.0,14940.0,22410.0,2490.0,3735.0,106800.0,0.0
SP260000158,2026-01-03 15:38:38,Shopee,Cần Thơ,SPX Express,LAN-065,Váy/Đầm mẫu 065,Váy/Đầm,169000,1,169000,9000.0,Hoàn thành,25600.0,9600.0,14400.0,1600.0,2400.0,74200.0,0.0
SP260000159,2026-01-03 16:00:08,Shopee,Bình Dương,SPX Express,LAN-104,Quần mẫu 104,Quần,229000,1,229000,0.0,Hoàn thành,36640.0,13740.0,20610.0,2290.0,3435.0,96600.0,0.0
SP260000160,2026-01-03 16:22:09,Shopee,Hà Nội,GHN,LAN-036,Áo mẫu 036,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260000161,2026-01-03 16:24:48,Shopee,TP.HCM,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260000162,2026-01-03 16:47:02,Shopee,Hà Nội,J&T Express,LAN-052,Váy/Đầm mẫu 052,Váy/Đầm,139000,1,139000,10000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260000163,2026-01-03 16:49:38,TikTok Shop,Đồng Nai,J&T Express,LAN-109,Quần mẫu 109,Quần,189000,2,378000,20000.0,Hoàn thành,57280.0,21480.0,32220.0,3580.0,5370.0,169000.0,0.0
SP260000164,2026-01-03 16:57:23,Shopee,Đà Nẵng,SPX Express,LAN-091,Quần mẫu 091,Quần,169000,1,169000,16000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260000165,2026-01-03 17:04:57,Shopee,Nghệ An,GHN,LAN-030,Áo mẫu 030,Áo,99000,2,198000,14000.0,Hoàn thành,29440.0,11040.0,16560.0,1840.0,2760.0,94400.0,0.0
TT260000166,2026-01-03 17:18:41,TikTok Shop,Đồng Nai,GHN,LAN-011,Áo mẫu 011,Áo,259000,1,259000,19000.0,Hoàn thành,38400.0,14400.0,21600.0,2400.0,3600.0,123300.0,0.0
SP260000167,2026-01-03 17:36:48,Shopee,Đà Nẵng,GHN,LAN-135,Set đồ mẫu 135,Set đồ,279000,1,279000,18000.0,Hoàn thành,41760.0,15660.0,23490.0,2610.0,3915.0,125300.0,0.0
TT260000168,2026-01-03 17:45:23,TikTok Shop,TP.HCM,GHN,LAN-146,Phụ kiện mẫu 146,Phụ kiện,209000,3,627000,0.0,Hoàn thành,100320.0,37620.0,56430.0,6270.0,9405.0,299700.0,0.0
TT260000169,2026-01-03 18:13:46,TikTok Shop,TP.HCM,J&T Express,LAN-001,Áo mẫu 001,Áo,149000,2,298000,25000.0,Hoàn thành,43680.0,16380.0,24570.0,2730.0,4095.0,146000.0,0.0
SP260000170,2026-01-03 18:31:31,Shopee,Hà Nội,GHN,LAN-034,Áo mẫu 034,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260000171,2026-01-03 18:44:17,Shopee,Hà Nội,J&T Express,LAN-066,Váy/Đầm mẫu 066,Váy/Đầm,209000,2,418000,0.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,187200.0,0.0
TT260000172,2026-01-03 19:04:38,TikTok Shop,Nghệ An,GHN,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260000173,2026-01-03 19:24:34,Shopee,Nghệ An,GHN,LAN-020,Áo mẫu 020,Áo,129000,1,129000,8000.0,Hoàn thành,19360.0,7260.0,10890.0,1210.0,1815.0,62700.0,0.0
TT260000174,2026-01-03 19:32:20,TikTok Shop,TP.HCM,J&T Express,LAN-029,Áo mẫu 029,Áo,159000,1,159000,12000.0,Hoàn thành,23520.0,8820.0,13230.0,1470.0,2205.0,82400.0,0.0
TT260000175,2026-01-03 19:33:34,TikTok Shop,Đà Nẵng,J&T Express,LAN-034,Áo mẫu 034,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260000176,2026-01-03 19:47:27,Shopee,TP.HCM,SPX Express,LAN-023,Áo mẫu 023,Áo,209000,1,209000,20000.0,Hoàn thành,30240.0,11340.0,17010.0,1890.0,2835.0,97000.0,0.0
TT260000177,2026-01-03 20:11:38,TikTok Shop,TP.HCM,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
TT260000178,2026-01-03 20:24:37,TikTok Shop,Thanh Hoá,J&T Express,LAN-145,Phụ kiện mẫu 145,Phụ kiện,169000,1,169000,0.0,Hoàn thành,27040.0,10140.0,15210.0,1690.0,2535.0,86900.0,0.0
SP260000179,2026-01-03 20:34:31,Shopee,Hà Nội,J&T Express,LAN-012,Áo mẫu 012,Áo,269000,1,269000,18000.0,Hoàn thành,40160.0,15060.0,22590.0,2510.0,3765.0,134200.0,0.0
SP260000180,2026-01-03 21:19:58,Shopee,Nghệ An,J&T Express,LAN-065,Váy/Đầm mẫu 065,Váy/Đầm,169000,1,169000,11000.0,Hoàn thành,25280.0,9480.0,14220.0,1580.0,2370.0,74200.0,0.0
SP260000181,2026-01-03 21:23:27,Shopee,Khánh Hoà,SPX Express,LAN-046,Váy/Đầm mẫu 046,Váy/Đầm,269000,1,269000,0.0,Hoàn thành,43040.0,16140.0,24210.0,2690.0,4035.0,120800.0,0.0
SP260000182,2026-01-03 21:38:57,Shopee,Nghệ An,GHN,LAN-126,Chân váy mẫu 126,Chân váy,169000,2,338000,29000.0,Hoàn thành,49440.0,18540.0,27810.0,3090.0,4635.0,144000.0,0.0
SP260000183,2026-01-03 21:39:10,Shopee,TP.HCM,GHN,LAN-024,Áo mẫu 024,Áo,209000,1,209000,21000.0,Hoàn thành,30080.0,11280.0,16920.0,1880.0,2820.0,106400.0,0.0
TT260000184,2026-01-03 22:09:17,TikTok Shop,Hải Phòng,J&T Express,LAN-108,Quần mẫu 108,Quần,249000,1,249000,16000.0,Hoàn thành,37280.0,13980.0,20970.0,2330.0,3495.0,114000.0,0.0
SP260000185,2026-01-03 22:15:54,Shopee,TP.HCM,SPX Express,LAN-133,Set đồ mẫu 133,Set đồ,129000,2,258000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42840.0
SP260000186,2026-01-03 22:21:39,Shopee,TP.HCM,SPX Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,16000.0,Hoàn thành,35680.0,13380.0,20070.0,2230.0,3345.0,102100.0,0.0
SP260000187,2026-01-04 07:02:48,Shopee,Thanh Hoá,SPX Express,LAN-117,Chân váy mẫu 117,Chân váy,259000,2,518000,28000.0,Hoàn thành,78400.0,29400.0,44100.0,4900.0,7350.0,230000.0,0.0
SP260000188,2026-01-04 07:07:47,Shopee,Đà Nẵng,GHN,LAN-109,Quần mẫu 109,Quần,189000,1,189000,0.0,Hoàn thành,30240.0,11340.0,17010.0,1890.0,2835.0,84500.0,0.0
SP260000189,2026-01-04 07:08:15,Shopee,Hà Nội,SPX Express,LAN-055,Váy/Đầm mẫu 055,Váy/Đầm,279000,1,279000,15000.0,Hoàn thành,42240.0,15840.0,23760.0,2640.0,3960.0,138400.0,0.0
SP260000190,2026-01-04 07:20:42,Shopee,TP.HCM,SPX Express,LAN-063,Váy/Đầm mẫu 063,Váy/Đầm,259000,1,259000,24000.0,Hoàn thành,37600.0,14100.0,21150.0,2350.0,3525.0,126400.0,0.0
SP260000191,2026-01-04 07:24:57,Shopee,TP.HCM,SPX Express,LAN-102,Quần mẫu 102,Quần,109000,1,109000,0.0,Hoàn thành,17440.0,6540.0,9810.0,1090.0,1635.0,53500.0,0.0
SP260000192,2026-01-04 07:34:03,Shopee,TP.HCM,SPX Express,LAN-101,Quần mẫu 101,Quần,139000,1,139000,9000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260000193,2026-01-04 07:53:55,Shopee,TP.HCM,GHN,LAN-120,Chân váy mẫu 120,Chân váy,269000,1,269000,26000.0,Hoàn thành,38880.0,14580.0,21870.0,2430.0,3645.0,125900.0,0.0
TT260000194,2026-01-04 08:07:38,TikTok Shop,Hà Nội,GHN,LAN-001,Áo mẫu 001,Áo,149000,1,149000,14000.0,Hoàn thành,21600.0,8100.0,12150.0,1350.0,2025.0,73000.0,0.0
SP260000195,2026-01-04 08:19:59,Shopee,Đồng Nai,J&T Express,LAN-053,Váy/Đầm mẫu 053,Váy/Đầm,189000,2,378000,0.0,Hoàn thành,60480.0,22680.0,34020.0,3780.0,5670.0,170800.0,0.0
SP260000196,2026-01-04 08:32:27,Shopee,Hà Nội,SPX Express,LAN-072,Váy/Đầm mẫu 072,Váy/Đầm,209000,1,209000,0.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,103700.0,0.0
SP260000197,2026-01-04 08:35:16,Shopee,TP.HCM,SPX Express,LAN-102,Quần mẫu 102,Quần,109000,1,109000,0.0,Hoàn thành,17440.0,6540.0,9810.0,1090.0,1635.0,53500.0,0.0
TT260000198,2026-01-04 08:49:22,TikTok Shop,Hà Nội,GHN,LAN-128,Chân váy mẫu 128,Chân váy,169000,2,338000,0.0,Hoàn thành,54080.0,20280.0,30420.0,3380.0,5070.0,173000.0,0.0
SP260000199,2026-01-04 08:56:06,Shopee,Đồng Nai,GHN,LAN-117,Chân váy mẫu 117,Chân váy,259000,3,777000,41000.0,Hoàn thành,117760.0,44160.0,66240.0,7360.0,11040.0,345000.0,0.0
SP260000200,2026-01-04 09:08:23,Shopee,Hà Nội,SPX Express,LAN-038,Áo mẫu 038,Áo,229000,3,687000,0.0,Hoàn thành,109920.0,41220.0,61830.0,6870.0,10305.0,346200.0,0.0
TT260000201,2026-01-04 09:27:28,TikTok Shop,Hải Phòng,J&T Express,LAN-036,Áo mẫu 036,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260000202,2026-01-04 09:34:13,Shopee,TP.HCM,SPX Express,LAN-049,Váy/Đầm mẫu 049,Váy/Đầm,269000,1,269000,26000.0,Hoàn thành,38880.0,14580.0,21870.0,2430.0,3645.0,128000.0,0.0
SP260000203,2026-01-04 09:51:40,Shopee,Nghệ An,SPX Express,LAN-034,Áo mẫu 034,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
TT260000204,2026-01-04 10:24:10,TikTok Shop,TP.HCM,GHN,LAN-098,Quần mẫu 098,Quần,99000,3,297000,0.0,Hoàn thành,47520.0,17820.0,26730.0,2970.0,4455.0,134700.0,0.0
TT260000205,2026-01-04 10:44:42,TikTok Shop,Đà Nẵng,Best Express,LAN-029,Áo mẫu 029,Áo,159000,2,318000,20000.0,Hoàn thành,47680.0,17880.0,26820.0,2980.0,4470.0,164800.0,0.0
TT260000206,2026-01-04 10:50:30,TikTok Shop,TP.HCM,J&T Express,LAN-099,Quần mẫu 099,Quần,139000,1,139000,12000.0,Hoàn thành,20320.0,7620.0,11430.0,1270.0,1905.0,62100.0,0.0
SP260000207,2026-01-04 10:57:03,Shopee,TP.HCM,J&T Express,LAN-048,Váy/Đầm mẫu 048,Váy/Đầm,199000,2,398000,38000.0,Hoàn thành,57600.0,21600.0,32400.0,3600.0,5400.0,176000.0,0.0
SP260000208,2026-01-04 11:06:59,Shopee,TP.HCM,SPX Express,LAN-006,Áo mẫu 006,Áo,269000,1,269000,0.0,Hoàn thành,43040.0,16140.0,24210.0,2690.0,4035.0,131500.0,0.0
SP260000209,2026-01-04 11:21:14,Shopee,Hà Nội,SPX Express,LAN-054,Váy/Đầm mẫu 054,Váy/Đầm,129000,1,129000,8000.0,Hoàn thành,19360.0,7260.0,10890.0,1210.0,1815.0,56200.0,0.0
SP260000210,2026-01-04 11:45:50,Shopee,TP.HCM,SPX Express,LAN-116,Chân váy mẫu 116,Chân váy,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,127200.0,0.0
SP260000211,2026-01-04 11:49:37,Shopee,Bình Dương,J&T Express,LAN-145,Phụ kiện mẫu 145,Phụ kiện,169000,1,169000,0.0,Hoàn thành,27040.0,10140.0,15210.0,1690.0,2535.0,86900.0,0.0
TT260000212,2026-01-04 11:53:15,TikTok Shop,TP.HCM,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,2,558000,140000.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
TT260000213,2026-01-04 12:04:46,TikTok Shop,Bình Dương,GHN,LAN-072,Váy/Đầm mẫu 072,Váy/Đầm,209000,1,209000,19000.0,Hoàn thành,30400.0,11400.0,17100.0,1900.0,2850.0,103700.0,0.0
SP260000214,2026-01-04 12:13:42,Shopee,Hà Nội,SPX Express,LAN-098,Quần mẫu 098,Quần,99000,2,198000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260000215,2026-01-04 12:35:14,TikTok Shop,Bình Dương,J&T Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,102100.0,0.0
TT260000216,2026-01-04 12:53:27,TikTok Shop,Hà Nội,J&T Express,LAN-034,Áo mẫu 034,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260000217,2026-01-04 13:01:20,Shopee,Nghệ An,GHN,LAN-059,Váy/Đầm mẫu 059,Váy/Đầm,99000,1,99000,5000.0,Hoàn thành,15040.0,5640.0,8460.0,940.0,1410.0,44800.0,0.0
TT260000218,2026-01-04 13:18:38,TikTok Shop,Đà Nẵng,J&T Express,LAN-049,Váy/Đầm mẫu 049,Váy/Đầm,269000,1,269000,0.0,Hoàn thành,43040.0,16140.0,24210.0,2690.0,4035.0,128000.0,0.0
TT260000219,2026-01-04 13:23:34,TikTok Shop,TP.HCM,J&T Express,LAN-029,Áo mẫu 029,Áo,159000,1,159000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260000220,2026-01-04 13:24:54,TikTok Shop,Hà Nội,J&T Express,LAN-135,Set đồ mẫu 135,Set đồ,279000,1,279000,16000.0,Hoàn thành,42080.0,15780.0,23670.0,2630.0,3945.0,125300.0,0.0
SP260000221,2026-01-04 13:30:59,Shopee,Thanh Hoá,J&T Express,LAN-084,Quần mẫu 084,Quần,199000,1,199000,0.0,Hoàn thành,31840.0,11940.0,17910.0,1990.0,2985.0,94500.0,0.0
SP260000222,2026-01-04 13:37:53,Shopee,Thanh Hoá,SPX Express,LAN-048,Váy/Đầm mẫu 048,Váy/Đầm,199000,1,199000,0.0,Hoàn thành,31840.0,11940.0,17910.0,1990.0,2985.0,88000.0,0.0
TT260000223,2026-01-04 13:40:39,TikTok Shop,TP.HCM,GHN,LAN-038,Áo mẫu 038,Áo,229000,2,458000,25000.0,Hoàn thành,69280.0,25980.0,38970.0,4330.0,6495.0,230800.0,0.0
TT260000224,2026-01-04 13:58:31,TikTok Shop,TP.HCM,Best Express,LAN-139,Set đồ mẫu 139,Set đồ,139000,1,139000,0.0,Hoàn thành,22240.0,8340.0,12510.0,1390.0,2085.0,65600.0,0.0
TT260000225,2026-01-04 14:08:40,TikTok Shop,Hà Nội,J&T Express,LAN-007,Áo mẫu 007,Áo,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,120700.0,0.0
SP260000226,2026-01-04 14:33:34,Shopee,Hà Nội,SPX Express,LAN-123,Chân váy mẫu 123,Chân váy,119000,1,119000,9000.0,Hoàn thành,17600.0,6600.0,9900.0,1100.0,1650.0,60300.0,0.0
TT260000227,2026-01-04 14:38:19,TikTok Shop,Thanh Hoá,GHN,LAN-042,Áo mẫu 042,Áo,219000,2,438000,0.0,Hoàn thành,70080.0,26280.0,39420.0,4380.0,6570.0,211200.0,0.0
SP260000228,2026-01-04 14:58:24,Shopee,Khánh Hoà,SPX Express,LAN-036,Áo mẫu 036,Áo,279000,1,279000,70000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,44510.0
SP260000229,2026-01-04 15:15:12,Shopee,Khánh Hoà,GHN,LAN-125,Chân váy mẫu 125,Chân váy,209000,1,209000,0.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,103500.0,0.0
SP260000230,2026-01-04 15:19:49,Shopee,Đà Nẵng,J&T Express,LAN-089,Quần mẫu 089,Quần,219000,2,438000,26000.0,Hoàn thành,65920.0,24720.0,37080.0,4120.0,6180.0,197600.0,0.0
TT260000231,2026-01-04 15:50:22,TikTok Shop,Hà Nội,Best Express,LAN-016,Áo mẫu 016,Áo,209000,1,209000,13000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,39680.0
TT260000232,2026-01-04 15:59:36,TikTok Shop,Bình Dương,J&T Express,LAN-048,Váy/Đầm mẫu 048,Váy/Đầm,199000,1,199000,19000.0,Hoàn thành,28800.0,10800.0,16200.0,1800.0,2700.0,88000.0,0.0
SP260000233,2026-01-04 16:00:32,Shopee,Cần Thơ,SPX Express,LAN-074,Váy/Đầm mẫu 074,Váy/Đầm,139000,1,139000,10000.0,Hoàn thành,20640.0,7740.0,11610.0,1290.0,1935.0,61600.0,0.0
TT260000234,2026-01-04 16:05:37,TikTok Shop,Đà Nẵng,J&T Express,LAN-045,Áo mẫu 045,Áo,159000,1,159000,12000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260000235,2026-01-04 16:28:43,TikTok Shop,TP.HCM,J&T Express,LAN-116,Chân váy mẫu 116,Chân váy,259000,1,259000,14000.0,Hoàn thành,39200.0,14700.0,22050.0,2450.0,3675.0,127200.0,0.0
SP260000236,2026-01-04 16:53:32,Shopee,Bình Dương,SPX Express,LAN-120,Chân váy mẫu 120,Chân váy,269000,3,807000,0.0,Hoàn thành,129120.0,48420.0,72630.0,8070.0,12105.0,377700.0,0.0
TT260000237,2026-01-04 17:01:15,TikTok Shop,TP.HCM,J&T Express,LAN-062,Váy/Đầm mẫu 062,Váy/Đầm,269000,1,269000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
