Mã đơn hàng,Ngày đặt hàng,Trạng Thái Đơn Hàng,SKU phân loại hàng,Tên sản phẩm,Số lượng,Giá gốc,Tổng giá bán (sản phẩm),Mã giảm giá của Shop,Phí cố định,Phí thanh toán,Phí Voucher Xtra & Freeship Xtra,Phí Dịch Vụ,Thuế khấu trừ,Phí vận chuyển trả hàng,Tỉnh/Thành phố,Đơn Vị Vận Chuyển
SP260000229,2026-01-04 15:15:12,Hoàn thành,LAN-125,Chân váy mẫu 125,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Khánh Hoà,GHN
SP260000230,2026-01-04 15:19:49,Hoàn thành,LAN-089,Quần mẫu 089,2,219000,438000,26000.0,65920.0,24720.0,37080.0,4120.0,6180.0,0,Đà Nẵng,J&T Express
SP260000233,2026-01-04 16:00:32,Hoàn thành,LAN-074,Váy/Đầm mẫu 074,1,139000,139000,10000.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,Cần Thơ,SPX Express
SP260000236,2026-01-04 16:53:32,Hoàn thành,LAN-120,Chân váy mẫu 120,3,269000,807000,0.0,129120.0,48420.0,72630.0,8070.0,12105.0,0,Bình Dương,SPX Express
SP260000239,2026-01-04 17:19:49,Đã trả hàng,LAN-020,Áo mẫu 020,1,129000,129000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Bình Dương,J&T Express
SP260000240,2026-01-04 17:28:05,Đã huỷ,LAN-017,Áo mẫu 017,1,209000,209000,0.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,J&T Express
SP260000241,2026-01-04 17:46:40,Đã trả hàng,LAN-088,Quần mẫu 088,1,129000,129000,7000.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,J&T Express
SP260000242,2026-01-04 18:01:21,Hoàn thành,LAN-022,Áo mẫu 022,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,Đồng Nai,SPX Express
SP260000244,2026-01-04 18:24:05,Hoàn thành,LAN-122,Chân váy mẫu 122,2,239000,478000,42000.0,69760.0,26160.0,39240.0,4360.0,6540.0,0,Cần Thơ,J&T Express
SP260000245,2026-01-04 18:27:05,Hoàn thành,LAN-048,Váy/Đầm mẫu 048,1,199000,199000,10000.0,30240.0,11340.0,17010.0,1890.0,2835.0,0,TP.HCM,SPX Express
SP260000246,2026-01-04 18:38:38,Hoàn thành,LAN-047,Váy/Đầm mẫu 047,1,169000,169000,17000.0,24320.0,9120.0,13680.0,1520.0,2280.0,0,Nghệ An,J&T Express
SP260000250,2026-01-04 19:18:34,Hoàn thành,LAN-085,Quần mẫu 085,1,199000,199000,11000.0,30080.0,11280.0,16920.0,1880.0,2820.0,0,Nghệ An,J&T Express
SP260000253,2026-01-04 19:30:33,Hoàn thành,LAN-011,Áo mẫu 011,2,259000,518000,0.0,82880.0,31080.0,46620.0,5180.0,7770.0,0,Nghệ An,SPX Express
SP260000256,2026-01-04 20:21:38,Đã trả hàng,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,30000,Nghệ An,J&T Express
SP260000257,2026-01-04 20:31:26,Hoàn thành,LAN-037,Áo mẫu 037,2,209000,418000,36000.0,61120.0,22920.0,34380.0,3820.0,5730.0,0,Hà Nội,GHN
SP260000258,2026-01-04 20:32:23,Hoàn thành,LAN-025,Áo mẫu 025,1,119000,119000,0.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,TP.HCM,J&T Express
SP260000259,2026-01-04 21:28:38,Hoàn thành,LAN-083,Quần mẫu 083,1,109000,109000,0.0,17440.0,6540.0,9810.0,1090.0,1635.0,0,Hà Nội,J&T Express
SP260000260,2026-01-04 21:33:14,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,14000.0,32800.0,12300.0,18450.0,2050.0,3075.0,0,Thanh Hoá,SPX Express
SP260000262,2026-01-04 21:49:52,Hoàn thành,LAN-129,Chân váy mẫu 129,1,189000,189000,18000.0,27360.0,10260.0,15390.0,1710.0,2565.0,0,Hà Nội,J&T Express
SP260000264,2026-01-04 22:33:47,Hoàn thành,LAN-024,Áo mẫu 024,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Bình Dương,GHN
SP260000265,2026-01-04 22:43:07,Hoàn thành,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hải Phòng,SPX Express
SP260000266,2026-01-04 22:47:55,Hoàn thành,LAN-024,Áo mẫu 024,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Nghệ An,GHN
SP260000267,2026-01-04 22:52:22,Hoàn thành,LAN-075,Váy/Đầm mẫu 075,1,229000,229000,18000.0,33760.0,12660.0,18990.0,2110.0,3165.0,0,TP.HCM,SPX Express
SP260000268,2026-01-05 07:14:57,Hoàn thành,LAN-111,Chân váy mẫu 111,2,209000,418000,0.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,TP.HCM,SPX Express
SP260000270,2026-01-05 07:19:14,Đã trả hàng,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,GHN
SP260000272,2026-01-05 07:43:46,Hoàn thành,LAN-089,Quần mẫu 089,2,219000,438000,25000.0,66080.0,24780.0,37170.0,4130.0,6195.0,0,Nghệ An,SPX Express
SP260000273,2026-01-05 07:46:13,Hoàn thành,LAN-114,Chân váy mẫu 114,1,179000,179000,16000.0,26080.0,9780.0,14670.0,1630.0,2445.0,0,Đà Nẵng,J&T Express
SP260000274,2026-01-05 07:53:27,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,19000.0,38400.0,14400.0,21600.0,2400.0,3600.0,0,Nghệ An,SPX Express
SP260000277,2026-01-05 09:24:35,Hoàn thành,LAN-050,Váy/Đầm mẫu 050,3,289000,867000,49000.0,130880.0,49080.0,73620.0,8180.0,12270.0,0,Hà Nội,SPX Express
SP260000278,2026-01-05 09:31:22,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,Hải Phòng,SPX Express
SP260000279,2026-01-05 10:06:26,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Khánh Hoà,GHN
SP260000280,2026-01-05 11:01:57,Hoàn thành,LAN-043,Áo mẫu 043,2,169000,338000,0.0,54080.0,20280.0,30420.0,3380.0,5070.0,0,Nghệ An,SPX Express
SP260000281,2026-01-05 11:45:19,Đã huỷ,LAN-040,Áo mẫu 040,1,249000,249000,0.0,0.0,0.0,0.0,0.0,0.0,0,Đà Nẵng,SPX Express
SP260000283,2026-01-05 12:22:53,Hoàn thành,LAN-024,Áo mẫu 024,1,209000,209000,13000.0,31360.0,11760.0,17640.0,1960.0,2940.0,0,Hà Nội,GHN
SP260000285,2026-01-05 13:05:09,Đã huỷ,LAN-050,Váy/Đầm mẫu 050,2,289000,578000,0.0,0.0,0.0,0.0,0.0,0.0,0,Bình Dương,SPX Express
SP260000287,2026-01-05 13:38:35,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,J&T Express
SP260000289,2026-01-05 13:52:29,Hoàn thành,LAN-045,Áo mẫu 045,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,Đà Nẵng,SPX Express
SP260000290,2026-01-05 14:07:04,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,J&T Express
SP260000294,2026-01-05 14:37:22,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Đà Nẵng,GHN
SP260000299,2026-01-05 16:04:06,Hoàn thành,LAN-139,Set đồ mẫu 139,3,139000,417000,0.0,66720.0,25020.0,37530.0,4170.0,6255.0,0,Hà Nội,J&T Express
SP260000300,2026-01-05 16:12:59,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,Đồng Nai,J&T Express
SP260000301,2026-01-05 16:16:18,Hoàn thành,LAN-083,Quần mẫu 083,1,109000,109000,9000.0,16000.0,6000.0,9000.0,1000.0,1500.0,0,Hà Nội,J&T Express
SP260000302,2026-01-05 17:54:06,Hoàn thành,LAN-134,Set đồ mẫu 134,2,129000,258000,14000.0,39040.0,14640.0,21960.0,2440.0,3660.0,0,Đà Nẵng,SPX Express
SP260000304,2026-01-05 19:27:36,Hoàn thành,LAN-054,Váy/Đầm mẫu 054,1,129000,129000,10000.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,Đà Nẵng,SPX Express
SP260000310,2026-01-05 20:13:24,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hải Phòng,J&T Express
SP260000312,2026-01-05 20:25:33,Đã huỷ,LAN-046,Váy/Đầm mẫu 046,2,269000,538000,0.0,0.0,0.0,0.0,0.0,0.0,0,Hà Nội,J&T Express
SP260000315,2026-01-05 20:40:11,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,12000.0,33120.0,12420.0,18630.0,2070.0,3105.0,0,Cần Thơ,J&T Express
SP260000317,2026-01-05 21:21:25,Đã trả hàng,LAN-121,Chân váy mẫu 121,2,289000,578000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hải Phòng,SPX Express
SP260000318,2026-01-05 21:27:17,Hoàn thành,LAN-043,Áo mẫu 043,1,169000,169000,12000.0,25120.0,9420.0,14130.0,1570.0,2355.0,0,Đà Nẵng,J&T Express
SP260000322,2026-01-05 22:12:55,Hoàn thành,LAN-030,Áo mẫu 030,1,99000,99000,9000.0,14400.0,5400.0,8100.0,900.0,1350.0,0,Hà Nội,GHN
SP260000326,2026-01-05 22:31:01,Hoàn thành,LAN-120,Chân váy mẫu 120,3,269000,807000,74000.0,117280.0,43980.0,65970.0,7330.0,10995.0,0,Đồng Nai,SPX Express
SP260000328,2026-01-05 22:46:20,Đã trả hàng,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,Hải Phòng,GHN
SP260000329,2026-01-05 22:58:30,Đã trả hàng,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,Thanh Hoá,GHN
SP260000331,2026-01-06 07:18:31,Hoàn thành,LAN-004,Áo mẫu 004,1,179000,179000,16000.0,26080.0,9780.0,14670.0,1630.0,2445.0,0,Hà Nội,J&T Express
SP260000334,2026-01-06 08:11:44,Hoàn thành,LAN-103,Quần mẫu 103,1,259000,259000,13000.0,39360.0,14760.0,22140.0,2460.0,3690.0,0,Thanh Hoá,SPX Express
SP260000335,2026-01-06 08:34:24,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,2,239000,478000,0.0,76480.0,28680.0,43020.0,4780.0,7170.0,0,Nghệ An,GHN
SP260000338,2026-01-06 09:53:40,Hoàn thành,LAN-010,Áo mẫu 010,1,229000,229000,16000.0,34080.0,12780.0,19170.0,2130.0,3195.0,0,TP.HCM,SPX Express
SP260000339,2026-01-06 10:45:09,Hoàn thành,LAN-019,Áo mẫu 019,1,289000,289000,23000.0,42560.0,15960.0,23940.0,2660.0,3990.0,0,Hà Nội,J&T Express
SP260000340,2026-01-06 10:47:56,Hoàn thành,LAN-047,Váy/Đầm mẫu 047,2,169000,338000,0.0,54080.0,20280.0,30420.0,3380.0,5070.0,0,Đồng Nai,SPX Express
SP260000344,2026-01-06 12:09:48,Đã trả hàng,LAN-015,Áo mẫu 015,1,139000,139000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Bình Dương,SPX Express
SP260000345,2026-01-06 12:23:57,Hoàn thành,LAN-044,Áo mẫu 044,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,Hải Phòng,GHN
SP260000346,2026-01-06 12:43:44,Hoàn thành,LAN-038,Áo mẫu 038,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,0,Hải Phòng,J&T Express
SP260000347,2026-01-06 13:03:01,Hoàn thành,LAN-013,Áo mẫu 013,1,189000,189000,16000.0,27680.0,10380.0,15570.0,1730.0,2595.0,0,Hải Phòng,SPX Express
SP260000348,2026-01-06 13:21:09,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,12000.0,33120.0,12420.0,18630.0,2070.0,3105.0,0,Khánh Hoà,SPX Express
SP260000351,2026-01-06 14:16:07,Hoàn thành,LAN-135,Set đồ mẫu 135,2,279000,558000,0.0,89280.0,33480.0,50220.0,5580.0,8370.0,0,Đà Nẵng,SPX Express
SP260000352,2026-01-06 14:17:24,Đã trả hàng,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260000353,2026-01-06 14:33:59,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,Hà Nội,SPX Express
SP260000354,2026-01-06 14:49:38,Hoàn thành,LAN-135,Set đồ mẫu 135,1,279000,279000,27000.0,40320.0,15120.0,22680.0,2520.0,3780.0,0,TP.HCM,SPX Express
SP260000355,2026-01-06 15:29:31,Hoàn thành,LAN-051,Váy/Đầm mẫu 051,1,119000,119000,0.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,Bình Dương,GHN
SP260000358,2026-01-06 16:12:45,Hoàn thành,LAN-011,Áo mẫu 011,2,259000,518000,34000.0,77440.0,29040.0,43560.0,4840.0,7260.0,0,Nghệ An,SPX Express
SP260000362,2026-01-06 17:44:16,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,2,219000,438000,0.0,70080.0,26280.0,39420.0,4380.0,6570.0,0,Hà Nội,J&T Express
SP260000365,2026-01-06 19:05:44,Hoàn thành,LAN-100,Quần mẫu 100,1,299000,299000,0.0,47840.0,17940.0,26910.0,2990.0,4485.0,0,Bình Dương,J&T Express
SP260000367,2026-01-06 19:58:42,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,13000.0,39360.0,14760.0,22140.0,2460.0,3690.0,0,Cần Thơ,J&T Express
SP260000371,2026-01-06 21:22:41,Hoàn thành,LAN-038,Áo mẫu 038,1,229000,229000,18000.0,33760.0,12660.0,18990.0,2110.0,3165.0,0,Bình Dương,GHN
SP260000373,2026-01-06 21:27:30,Đã trả hàng,LAN-113,Chân váy mẫu 113,1,289000,289000,17000.0,0.0,0.0,0.0,0.0,0.0,30000,Nghệ An,J&T Express
SP260000374,2026-01-06 21:29:04,Hoàn thành,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,Khánh Hoà,SPX Express
SP260000375,2026-01-06 21:39:02,Hoàn thành,LAN-120,Chân váy mẫu 120,1,269000,269000,0.0,43040.0,16140.0,24210.0,2690.0,4035.0,0,Thanh Hoá,SPX Express
SP260000377,2026-01-06 22:05:37,Hoàn thành,LAN-044,Áo mẫu 044,1,249000,249000,13000.0,37760.0,14160.0,21240.0,2360.0,3540.0,0,TP.HCM,SPX Express
SP260000379,2026-01-06 22:29:48,Hoàn thành,LAN-125,Chân váy mẫu 125,1,209000,209000,18000.0,30560.0,11460.0,17190.0,1910.0,2865.0,0,Hà Nội,J&T Express
SP260000381,2026-01-06 22:44:35,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,SPX Express
SP260000382,2026-01-06 22:54:24,Hoàn thành,LAN-079,Váy/Đầm mẫu 079,1,119000,119000,0.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,TP.HCM,J&T Express
SP260000384,2026-01-07 07:09:20,Hoàn thành,LAN-036,Áo mẫu 036,3,279000,837000,209000.0,100480.0,37680.0,56520.0,6280.0,9420.0,0,Hải Phòng,J&T Express
SP260000385,2026-01-07 07:12:27,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,13000.0,32960.0,12360.0,18540.0,2060.0,3090.0,0,Đồng Nai,SPX Express
SP260000386,2026-01-07 07:29:31,Đã huỷ,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,0,Khánh Hoà,SPX Express
SP260000387,2026-01-07 07:34:11,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,J&T Express
SP260000388,2026-01-07 07:40:06,Hoàn thành,LAN-056,Váy/Đầm mẫu 056,1,99000,99000,5000.0,15040.0,5640.0,8460.0,940.0,1410.0,0,TP.HCM,SPX Express
SP260000389,2026-01-07 07:48:48,Hoàn thành,LAN-061,Váy/Đầm mẫu 061,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,Hà Nội,SPX Express
SP260000392,2026-01-07 08:16:46,Hoàn thành,LAN-091,Quần mẫu 091,1,169000,169000,10000.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,TP.HCM,J&T Express
SP260000394,2026-01-07 08:50:53,Hoàn thành,LAN-103,Quần mẫu 103,1,259000,259000,22000.0,37920.0,14220.0,21330.0,2370.0,3555.0,0,Đà Nẵng,GHN
SP260000395,2026-01-07 08:51:28,Đã trả hàng,LAN-011,Áo mẫu 011,1,259000,259000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,J&T Express
SP260000396,2026-01-07 08:55:56,Hoàn thành,LAN-070,Váy/Đầm mẫu 070,1,169000,169000,12000.0,25120.0,9420.0,14130.0,1570.0,2355.0,0,Khánh Hoà,J&T Express
SP260000399,2026-01-07 09:42:52,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Nghệ An,SPX Express
SP260000403,2026-01-07 10:38:00,Hoàn thành,LAN-102,Quần mẫu 102,3,109000,327000,0.0,52320.0,19620.0,29430.0,3270.0,4905.0,0,TP.HCM,J&T Express
SP260000404,2026-01-07 11:00:18,Hoàn thành,LAN-128,Chân váy mẫu 128,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,TP.HCM,SPX Express
SP260000408,2026-01-07 12:38:20,Đã trả hàng,LAN-103,Quần mẫu 103,1,259000,259000,24000.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,J&T Express
SP260000409,2026-01-07 12:38:29,Hoàn thành,LAN-113,Chân váy mẫu 113,1,289000,289000,0.0,46240.0,17340.0,26010.0,2890.0,4335.0,0,TP.HCM,GHN
SP260000410,2026-01-07 13:00:41,Hoàn thành,LAN-049,Váy/Đầm mẫu 049,1,269000,269000,18000.0,40160.0,15060.0,22590.0,2510.0,3765.0,0,TP.HCM,GHN
SP260000412,2026-01-07 13:26:59,Hoàn thành,LAN-113,Chân váy mẫu 113,1,289000,289000,18000.0,43360.0,16260.0,24390.0,2710.0,4065.0,0,TP.HCM,SPX Express
SP260000414,2026-01-07 13:41:46,Đã trả hàng,LAN-124,Chân váy mẫu 124,1,179000,179000,12000.0,0.0,0.0,0.0,0.0,0.0,30000,Cần Thơ,GHN
SP260000416,2026-01-07 14:33:07,Hoàn thành,LAN-046,Váy/Đầm mẫu 046,2,269000,538000,33000.0,80800.0,30300.0,45450.0,5050.0,7575.0,0,Hà Nội,J&T Express
SP260000418,2026-01-07 14:59:57,Hoàn thành,LAN-029,Áo mẫu 029,2,159000,318000,0.0,50880.0,19080.0,28620.0,3180.0,4770.0,0,Khánh Hoà,J&T Express
SP260000419,2026-01-07 15:13:05,Hoàn thành,LAN-002,Áo mẫu 002,1,99000,99000,5000.0,15040.0,5640.0,8460.0,940.0,1410.0,0,TP.HCM,SPX Express
SP260000420,2026-01-07 15:13:56,Hoàn thành,LAN-042,Áo mẫu 042,1,219000,219000,21000.0,31680.0,11880.0,17820.0,1980.0,2970.0,0,TP.HCM,SPX Express
SP260000422,2026-01-07 16:48:01,Hoàn thành,LAN-063,Váy/Đầm mẫu 063,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Thanh Hoá,SPX Express
SP260000425,2026-01-07 17:20:28,Hoàn thành,LAN-121,Chân váy mẫu 121,1,289000,289000,0.0,46240.0,17340.0,26010.0,2890.0,4335.0,0,Đồng Nai,GHN
SP260000426,2026-01-07 17:34:12,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,12000.0,33120.0,12420.0,18630.0,2070.0,3105.0,0,TP.HCM,SPX Express
SP260000427,2026-01-07 18:03:37,Hoàn thành,LAN-135,Set đồ mẫu 135,1,279000,279000,18000.0,41760.0,15660.0,23490.0,2610.0,3915.0,0,Hà Nội,J&T Express
SP260000428,2026-01-07 18:04:00,Hoàn thành,LAN-097,Quần mẫu 097,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Hà Nội,J&T Express
SP260000431,2026-01-07 18:13:40,Hoàn thành,LAN-004,Áo mẫu 004,1,179000,179000,0.0,28640.0,10740.0,16110.0,1790.0,2685.0,0,Cần Thơ,J&T Express
SP260000432,2026-01-07 18:15:15,Hoàn thành,LAN-149,Phụ kiện mẫu 149,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Thanh Hoá,J&T Express
SP260000433,2026-01-07 18:25:26,Hoàn thành,LAN-059,Váy/Đầm mẫu 059,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,TP.HCM,SPX Express
SP260000434,2026-01-07 18:29:05,Hoàn thành,LAN-056,Váy/Đầm mẫu 056,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,Nghệ An,J&T Express
SP260000438,2026-01-07 18:58:41,Hoàn thành,LAN-120,Chân váy mẫu 120,1,269000,269000,26000.0,38880.0,14580.0,21870.0,2430.0,3645.0,0,TP.HCM,SPX Express
SP260000439,2026-01-07 19:00:15,Hoàn thành,LAN-018,Áo mẫu 018,2,219000,438000,0.0,70080.0,26280.0,39420.0,4380.0,6570.0,0,Nghệ An,SPX Express
SP260000440,2026-01-07 19:12:30,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,22000.0,37920.0,14220.0,21330.0,2370.0,3555.0,0,TP.HCM,GHN
SP260000441,2026-01-07 19:28:30,Hoàn thành,LAN-033,Áo mẫu 033,1,159000,159000,9000.0,24000.0,9000.0,13500.0,1500.0,2250.0,0,TP.HCM,SPX Express
SP260000445,2026-01-07 20:29:28,Hoàn thành,LAN-097,Quần mẫu 097,2,259000,518000,33000.0,77600.0,29100.0,43650.0,4850.0,7275.0,0,Hà Nội,SPX Express
SP260000446,2026-01-07 20:34:53,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Nghệ An,GHN
SP260000447,2026-01-07 20:38:08,Hoàn thành,LAN-012,Áo mẫu 012,1,269000,269000,19000.0,40000.0,15000.0,22500.0,2500.0,3750.0,0,Hà Nội,GHN
SP260000450,2026-01-07 21:30:36,Đã trả hàng,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,17000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260000451,2026-01-07 21:52:08,Hoàn thành,LAN-046,Váy/Đầm mẫu 046,1,269000,269000,0.0,43040.0,16140.0,24210.0,2690.0,4035.0,0,Đà Nẵng,SPX Express
SP260000456,2026-01-07 22:32:51,Hoàn thành,LAN-101,Quần mẫu 101,2,139000,278000,14000.0,42240.0,15840.0,23760.0,2640.0,3960.0,0,Hà Nội,J&T Express
SP260000458,2026-01-07 22:38:38,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Bình Dương,SPX Express
SP260000459,2026-01-07 22:55:59,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,14000.0,32800.0,12300.0,18450.0,2050.0,3075.0,0,Hà Nội,J&T Express
SP260000462,2026-01-08 07:22:20,Hoàn thành,LAN-050,Váy/Đầm mẫu 050,1,289000,289000,0.0,46240.0,17340.0,26010.0,2890.0,4335.0,0,Hải Phòng,SPX Express
SP260000463,2026-01-08 07:26:17,Hoàn thành,LAN-082,Quần mẫu 082,1,299000,299000,0.0,47840.0,17940.0,26910.0,2990.0,4485.0,0,Hà Nội,GHN
SP260000464,2026-01-08 07:29:25,Hoàn thành,LAN-089,Quần mẫu 089,2,219000,438000,0.0,70080.0,26280.0,39420.0,4380.0,6570.0,0,Thanh Hoá,SPX Express
SP260000465,2026-01-08 07:31:37,Hoàn thành,LAN-146,Phụ kiện mẫu 146,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,SPX Express
SP260000466,2026-01-08 07:38:08,Hoàn thành,LAN-063,Váy/Đầm mẫu 063,1,259000,259000,16000.0,38880.0,14580.0,21870.0,2430.0,3645.0,0,Hà Nội,SPX Express
SP260000467,2026-01-08 07:39:35,Hoàn thành,LAN-006,Áo mẫu 006,1,269000,269000,0.0,43040.0,16140.0,24210.0,2690.0,4035.0,0,Hải Phòng,J&T Express
SP260000470,2026-01-08 09:00:56,Hoàn thành,LAN-039,Áo mẫu 039,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,Đà Nẵng,J&T Express
SP260000472,2026-01-08 09:39:32,Hoàn thành,LAN-074,Váy/Đầm mẫu 074,1,139000,139000,11000.0,20480.0,7680.0,11520.0,1280.0,1920.0,0,Đồng Nai,SPX Express
SP260000474,2026-01-08 10:19:52,Đã trả hàng,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,18000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,SPX Express
SP260000477,2026-01-08 11:26:52,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,SPX Express
SP260000481,2026-01-08 12:23:18,Hoàn thành,LAN-136,Set đồ mẫu 136,3,209000,627000,0.0,100320.0,37620.0,56430.0,6270.0,9405.0,0,Nghệ An,GHN
SP260000483,2026-01-08 12:43:06,Hoàn thành,LAN-082,Quần mẫu 082,1,299000,299000,0.0,47840.0,17940.0,26910.0,2990.0,4485.0,0,Hà Nội,SPX Express
SP260000485,2026-01-08 13:07:14,Hoàn thành,LAN-066,Váy/Đầm mẫu 066,1,209000,209000,18000.0,30560.0,11460.0,17190.0,1910.0,2865.0,0,TP.HCM,SPX Express
SP260000487,2026-01-08 13:31:20,Hoàn thành,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,Nghệ An,SPX Express
SP260000490,2026-01-08 15:15:15,Đã trả hàng,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,30000,Khánh Hoà,J&T Express
SP260000491,2026-01-08 15:26:42,Hoàn thành,LAN-004,Áo mẫu 004,1,179000,179000,0.0,28640.0,10740.0,16110.0,1790.0,2685.0,0,Hải Phòng,SPX Express
SP260000492,2026-01-08 15:37:07,Hoàn thành,LAN-049,Váy/Đầm mẫu 049,1,269000,269000,15000.0,40640.0,15240.0,22860.0,2540.0,3810.0,0,TP.HCM,J&T Express
SP260000494,2026-01-08 15:47:49,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,Khánh Hoà,SPX Express
